source_id,title,file_name,relative_path,absolute_path,sha256,file_size_bytes,modified_utc,source_priority,source_type,disclosure_level,origin,author_or_owner,date_created,date_accessed,jurisdiction,license_status,confidentiality_notes,pii_status,verification_status,ingestion_status,legal_review_status,wet_lab_validation_status,provenance,summary,evidence_label,risk_flags,allowed_use_cases,prohibited_use_cases
ASP-P1-EEFEE57E298A,(2025) 합성생물학 분야 기술경쟁력 및 정부 R&D 투자현황 분석,(2025) 합성생물학 분야 기술경쟁력 및 정부 R&D 투자현황 분석.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학 분야 기술경쟁력 및 정부 R&D 투자현황 분석.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학 분야 기술경쟁력 및 정부 R&D 투자현황 분석.pdf,eefee57e298a48f4cd8bcec9ef7c49a04508ad2ad9807faaaae306cb6705fe0a,2648878,2026-06-06T15:52:54.342251+00:00,P1,internal,confidential,uploaded,,,2026-06-11,KR,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학 분야 기술경쟁력 및 정부 R&D 투자현황 분석.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm|financial|legal,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-DE30C915A4C4,(2025) 합성생물학 육성법의 주요 내용 및 시사점 (1),(2025) 합성생물학 육성법의 주요 내용 및 시사점 (1).pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학 육성법의 주요 내용 및 시사점 (1).pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학 육성법의 주요 내용 및 시사점 (1).pdf,de30c915a4c443e18ea77f23a5b7340306c4b8bb4be27ce76e73ebc5d5a06209,701500,2026-06-06T15:52:31.637441+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학 육성법의 주요 내용 및 시사점 (1).pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm|legal,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-41207603F671,(2025) 합성생물학을 중심으로 국가 바이오 경쟁력 (1),(2025) 합성생물학을 중심으로 국가 바이오 경쟁력 (1).pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 중심으로 국가 바이오 경쟁력 (1).pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학을 중심으로 국가 바이오 경쟁력 (1).pdf,41207603f6715bb823cc4831e633af0204223d2eac49ece5d02adce333ac7280,1337895,2026-06-06T15:52:20.632432+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 중심으로 국가 바이오 경쟁력 (1).pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-E4383E924259,(2025) 합성생물학을 활용한 미생물-전극 간 전자 흐름의 재설계,(2025) 합성생물학을 활용한 미생물-전극 간 전자 흐름의 재설계.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 활용한 미생물-전극 간 전자 흐름의 재설계.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학을 활용한 미생물-전극 간 전자 흐름의 재설계.pdf,e4383e9242595d8b0904d7cf22bbacab3c1edf1a9f7b857c3e7044e40c54fc52,751372,2026-06-06T15:57:40.251037+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 활용한 미생물-전극 간 전자 흐름의 재설계.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-3329582A40E4,(2025) 합성생물학을 활용한 항생제 개발 연구 동향,(2025) 합성생물학을 활용한 항생제 개발 연구 동향.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 활용한 항생제 개발 연구 동향.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학을 활용한 항생제 개발 연구 동향.pdf,3329582a40e4ecce996ee5fad5cd1028806533a456ed034662cfc7ad51e4320e,992912,2026-06-06T15:52:19.780665+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학을 활용한 항생제 개발 연구 동향.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|biosecurity|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-789A9BC70987,(2025) 합성생물학의 정책 과제와 혁신 기회,(2025) 합성생물학의 정책 과제와 혁신 기회.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학의 정책 과제와 혁신 기회.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025) 합성생물학의 정책 과제와 혁신 기회.pdf,789a9bc70987fbe10ef196895b4822d8cacb5ea67f775662d73be89456a693e0,9850128,2026-06-06T15:51:58.261956+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025) 합성생물학의 정책 과제와 혁신 기회.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-B078CE717045,(2025)합성생물학 성장 전략과 정책 고려사항,(2025)합성생물학 성장 전략과 정책 고려사항.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025)합성생물학 성장 전략과 정책 고려사항.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2025)합성생물학 성장 전략과 정책 고려사항.pdf,b078ce7170458e983852515de6d245ad228b473a5af463fc832a24dc98b744db,995269,2026-06-06T15:51:54.515762+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2025)합성생물학 성장 전략과 정책 고려사항.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-BC52A32EC6C6,(2026) 2026-2036 글로벌 합성생물학 시장 전망 (1),(2026) 2026-2036 글로벌 합성생물학 시장 전망 (1).pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) 2026-2036 글로벌 합성생물학 시장 전망 (1).pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2026) 2026-2036 글로벌 합성생물학 시장 전망 (1).pdf,bc52a32ec6c6ded30dbeac2eea5ef937b25cf8325fe7f849440c8b6d9b10fb5d,908307,2026-06-04T11:55:57.583038+00:00,P1,internal,confidential,uploaded,,,2026-06-11,GLOBAL,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) 2026-2036 글로벌 합성생물학 시장 전망 (1).pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm|financial,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-DAFD5D28444F,(2026) CRISPR_합성생물학 융합 설계 전략,(2026) CRISPR_합성생물학 융합 설계 전략.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) CRISPR_합성생물학 융합 설계 전략.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2026) CRISPR_합성생물학 융합 설계 전략.pdf,dafd5d28444f9320f6e8d66e9b6453736a1ebfb56b46af2a7632ecbbfb5e8f86,576933,2026-06-06T15:51:51.425662+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) CRISPR_합성생물학 융합 설계 전략.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-4F7A3B66A501,(2026) 합성생물학 4P 분석,(2026) 합성생물학 4P 분석.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) 합성생물학 4P 분석.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\(2026) 합성생물학 4P 분석.pdf,4f7a3b66a50159c9b390569efe4b5c828245e5f098fe8c5a36da1b59d5df1367,15289969,2026-06-06T15:51:53.404579+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/(2026) 합성생물학 4P 분석.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-3782379CF4C3,2026 PTMC project,2026 PTMC project.pptx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/2026 PTMC project.pptx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\2026 PTMC project.pptx,3782379cf4c34f7cbd19e33a90a6cad44b7770f7e8dea1a18a912f4191deeb9e,9462302,2026-06-02T14:11:31.544201+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/2026 PTMC project.pptx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-8A80784F1718,AI X Business Strategy,AI X Business Strategy.hwpx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/AI X Business Strategy.hwpx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\AI X Business Strategy.hwpx,8a80784f171812fb69019a9c89a5884a319a78a668802e5ec379a06592e1af3a,283930,2026-06-02T11:43:09.160079+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/AI X Business Strategy.hwpx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-B708BFA4E86D,AI 공부 로드맵,AI 공부 로드맵.hwpx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/AI 공부 로드맵.hwpx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\AI 공부 로드맵.hwpx,b708bfa4e86dbcfd24887cda9f702ec07b073fd6c8da6e1356ba69413a5c3d43,26393,2026-06-08T16:06:48.787101+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/AI 공부 로드맵.hwpx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-B2F8DB4AEF1A,Analysis about China&AI (1),Analysis about China&AI (1).hwpx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Analysis about China&AI (1).hwpx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\Analysis about China&AI (1).hwpx,b2f8db4aef1acea20273d5d1d1c238cf366b7d9a86b86e7ee0799743b30175fd,1280971,2026-06-03T15:58:28.750520+00:00,P1,internal,confidential,uploaded,,,2026-06-11,CN,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Analysis about China&AI (1).hwpx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-09525212ED1D,Analysis of China&AI,Analysis of China&AI.hwpx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Analysis of China&AI.hwpx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\Analysis of China&AI.hwpx,09525212ed1d9f00ff210be5dd154fdeb184b6aa939d2b48f4aa160e8fd3c2a0,1281224,2026-05-17T01:30:40.699528+00:00,P1,internal,confidential,uploaded,,,2026-06-11,CN,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Analysis of China&AI.hwpx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-8DFFA954A986,Asperitas Inc. IR deck,Asperitas Inc. IR deck.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Asperitas Inc. IR deck.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\Asperitas Inc. IR deck.pdf,8dffa954a986cfaa330e96b322d0de888b8ecc5ece8182fa6c27e039b99ca8e2,7150425,2026-06-03T13:23:11.822874+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Asperitas Inc. IR deck.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm|financial,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-4228CCB5AB27,Asperitas 소개 (2),Asperitas 소개 (2).docx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Asperitas 소개 (2).docx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\Asperitas 소개 (2).docx,4228ccb5ab272297899c180076324253624038db5dbdf14e03b0bf9b7def9947,3434138,2026-06-06T16:17:56.703166+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/Asperitas 소개 (2).docx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-8AEDA3CCCDA5,BRIC View 2026_T03_정희진,BRIC View 2026_T03_정희진.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/BRIC View 2026_T03_정희진.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\BRIC View 2026_T03_정희진.pdf,8aeda3cccda5bc14c19738223f860e6d687aa460b641e1261b6f03c495220bca,573412,2026-06-11T15:11:07.633370+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/BRIC View 2026_T03_정희진.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-7F138FC40FBE,protein design,protein design.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/protein design.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\protein design.pdf,7f138fc40fbebac58ef1a748d14455804a9d618909e75198d0c7a253fd641369,6976902,2026-06-06T15:56:17.347854+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/protein design.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,IP|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-5E284D789FD7,s41580-020-0259-3,s41580-020-0259-3.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/s41580-020-0259-3.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\s41580-020-0259-3.pdf,5e284d789fd79ca6700d4e17ba8aca06e2051c9137987e099365c1d87e4fdba8,2809142,2026-06-06T16:01:39.952870+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/s41580-020-0259-3.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-278BA0F658A0,s44385-025-00054-6,s44385-025-00054-6.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/s44385-025-00054-6.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\s44385-025-00054-6.pdf,278ba0f658a04405feb98478a314b1d03e227b3161f739eda130407f3ba0197b,9016572,2026-06-06T16:01:34.594833+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/s44385-025-00054-6.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-0D71A0849D07,SEED 후기,SEED 후기.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/SEED 후기.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\SEED 후기.pdf,0d71a0849d077783b58cba94b487f5e01e020419eb73334d3cb59175af819f31,3173370,2026-05-30T14:23:03.375470+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/SEED 후기.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm|privacy,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-7FB4CFE8E67E,펭수생물,펭수생물.pdf,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/펭수생물.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\펭수생물.pdf,7fb4cfe8e67e2e6e99691109319e344e8cb3802e739e9b67c4bf242a5910d60f,71662046,2026-06-09T04:40:28.774228+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/펭수생물.pdf,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-1E9D3CD5732F,합성생물학 보고서,합성생물학 보고서.zip,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/합성생물학 보고서.zip,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\합성생물학 보고서.zip,1e9d3cd5732fb12e15c0ccb0af4ccc10c3b679003c2444d03dffeaec62d6f421,37223867,2026-06-03T15:45:24.011647+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,registered,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/합성생물학 보고서.zip,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,IP|biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-47C0109E03DC,합성생물학 정리 보고서,합성생물학 정리 보고서.docx,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/합성생물학 정리 보고서.docx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_ASPERITAS_INTERNAL\합성생물학 정리 보고서.docx,47c0109e03dcc245e62a99deb37f6dc81c1968ef1b46d9d203f18658f895649a,136859,2026-05-26T04:41:12.852157+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_ASPERITAS_INTERNAL/합성생물학 정리 보고서.docx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,biosafety|external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P1-3782379CF4C3,2026 PTMC project,2026 PTMC project.pptx,01_RAW_SOURCES/P1_RND_PROJECTS/2026 PTMC project.pptx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P1_RND_PROJECTS\2026 PTMC project.pptx,3782379cf4c34f7cbd19e33a90a6cad44b7770f7e8dea1a18a912f4191deeb9e,9462302,2026-06-02T14:11:31.544201+00:00,P1,internal,confidential,uploaded,,,2026-06-11,unknown,restricted,Default classification from source priority and repository path: confidential.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P1_RND_PROJECTS/2026 PTMC project.pptx,Registered local source file classified as P1/internal with confidential disclosure. Content claims require retrieval-level citation.,Document-Supported Fact,external_comm,strategy|science|compliance|market|fundraising|operations|agent_development|rag|historical_context,public|external_unapproved
ASP-P4-506BF288B0C2,연구과제,연구과제.hwpx,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/연구과제.hwpx,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P4_REGULATORY_GOVERNMENT\연구과제.hwpx,506bf288b0c227c9952c9c29424816c9948341bdbe51d41ee44e82f737c7884d,337612,2026-06-08T17:23:32.289278+00:00,P4,regulatory,external-safe,uploaded,,,2026-06-11,KR,needs_review,Default classification from source priority and repository path: external-safe.,none,needs_external_verification,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/연구과제.hwpx,Registered local source file classified as P4/regulatory with external-safe disclosure. Content claims require retrieval-level citation.,Regulatory Source,legal,compliance|operations|rag|historical_context,
ASP-P5-0D71A0849D07,SEED 후기,SEED 후기.pdf,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/SEED 후기.pdf,C:\Users\jbc89\OneDrive\Pictures\바탕 화면\asperitas-agent\01_RAW_SOURCES\P5_INDUSTRY_INTELLIGENCE\SEED 후기.pdf,0d71a0849d077783b58cba94b487f5e01e020419eb73334d3cb59175af819f31,3173370,2026-05-30T14:23:03.375470+00:00,P5,market,internal,uploaded,,,2026-06-11,unknown,needs_review,Default classification from source priority and repository path: internal.,unknown,unverified,chunked,not_reviewed,not_applicable,01_RAW_SOURCES/P5_INDUSTRY_INTELLIGENCE/SEED 후기.pdf,Registered local source file classified as P5/market with internal disclosure. Content claims require retrieval-level citation.,Industry Signal,privacy,strategy|market|fundraising|rag|historical_context,public
