source_id,title,category,source_priority,source_type,url_or_query,target_folder,linked_agent,use_case,expected_format,license_status,reliability,disclosure_level,recommended_action,notes
SRC-0127,K-BDS Korean Bio Data Station,Regulatory / Government / Official,P4,official/regulatory,https://www.kobic.re.kr/kbds/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,National bio-data deposit/reference,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",National bio-data deposit/reference
SRC-0128,KOBIC Korea Bioinformation Center,Regulatory / Government / Official,P4,official/regulatory,https://www.kobic.re.kr/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Bioinformation infrastructure,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Bioinformation infrastructure
SRC-0129,BioIN Korea Bio Economy Information Portal,Regulatory / Government / Official,P4,official/regulatory,https://www.bioin.or.kr/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Korea bio policy/intelligence,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Korea bio policy/intelligence
SRC-0130,National Research Foundation of Korea NRF,Regulatory / Government / Official,P4,official/regulatory,https://www.nrf.re.kr/eng/index,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Research grants,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Research grants
SRC-0131,Korea Ministry of SMEs and Startups,Regulatory / Government / Official,P4,official/regulatory,https://www.mss.go.kr/site/eng/main.do,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Startup funding policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Startup funding policy
SRC-0132,Korea Startup Portal K-Startup,Regulatory / Government / Official,P4,official/regulatory,https://www.k-startup.go.kr/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Startup programs,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Startup programs
SRC-0133,Korea Research Institute of Bioscience and Biotechnology KRIBB,Regulatory / Government / Official,P4,official/regulatory,https://www.kribb.re.kr/eng/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Korea bio R&D institution,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Korea bio R&D institution
SRC-0134,White House Bioeconomy Executive Order Archive,Regulatory / Government / Official,P4,official/regulatory,https://www.whitehouse.gov/briefing-room/presidential-actions/2022/09/12/executive-order-on-advancing-biotechnology-and-biomanufacturing-innovation-for-a-sustainable-safe-and-secure-american-bioeconomy/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US bioeconomy policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US bioeconomy policy
SRC-0135,OSTP Bioeconomy Resources,Regulatory / Government / Official,P4,official/regulatory,https://www.whitehouse.gov/ostp/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US science policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US science policy
SRC-0136,NIH Guidelines for Research Involving Recombinant or Synthetic Nucleic Acid Molecules,Regulatory / Government / Official,P4,official/regulatory,https://osp.od.nih.gov/policies/biosafety-and-biosecurity-policy/#tab2/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US recombinant/synthetic nucleic acid guidance,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US recombinant/synthetic nucleic acid guidance
SRC-0137,CDC/NIH Biosafety in Microbiological and Biomedical Laboratories BMBL,Regulatory / Government / Official,P4,official/regulatory,https://www.cdc.gov/labs/BMBL.html,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biosafety handbook,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biosafety handbook
SRC-0138,Federal Select Agent Program,Regulatory / Government / Official,P4,official/regulatory,https://www.selectagents.gov/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Dual-use/select agent compliance,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Dual-use/select agent compliance
SRC-0139,USDA APHIS Biotechnology Regulatory Services,Regulatory / Government / Official,P4,official/regulatory,https://www.aphis.usda.gov/aphis/ourfocus/biotechnology,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US biotech crop/organism regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US biotech crop/organism regulation
SRC-0140,USDA APHIS Animal Import/Export,Regulatory / Government / Official,P4,official/regulatory,https://www.aphis.usda.gov/aphis/ourfocus/animalhealth/animal-and-animal-product-import-information,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Animal import/export guidance,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Animal import/export guidance
SRC-0141,US Fish and Wildlife Service CITES,Regulatory / Government / Official,P4,official/regulatory,https://www.fws.gov/program/international-affairs/cites,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US CITES permits,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US CITES permits
SRC-0142,US EPA TSCA Biotechnology Program,Regulatory / Government / Official,P4,official/regulatory,https://www.epa.gov/regulation-biotechnology-under-tsca-and-fifra,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Microbial commercial biotech regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Microbial commercial biotech regulation
SRC-0143,US EPA Biopesticides,Regulatory / Government / Official,P4,official/regulatory,https://www.epa.gov/pesticides/biopesticides,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biopesticide regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biopesticide regulation
SRC-0144,US FDA Biotechnology Products,Regulatory / Government / Official,P4,official/regulatory,https://www.fda.gov/food/food-new-plant-varieties/biotechnology,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Food biotechnology regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Food biotechnology regulation
SRC-0145,US FDA Office of Tissues and Advanced Therapies,Regulatory / Government / Official,P4,official/regulatory,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Cell/gene therapy context,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Cell/gene therapy context
SRC-0146,US NIH SEED / Small Business Funding,Regulatory / Government / Official,P4,official/regulatory,https://seed.nih.gov/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US life science startup funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US life science startup funding
SRC-0147,NSF SBIR/STTR,Regulatory / Government / Official,P4,official/regulatory,https://seedfund.nsf.gov/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US deep-tech startup grants,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US deep-tech startup grants
SRC-0148,DOE BETO,Regulatory / Government / Official,P4,official/regulatory,https://www.energy.gov/eere/bioenergy/bioenergy-technologies-office,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biomanufacturing and bioenergy programs,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biomanufacturing and bioenergy programs
SRC-0149,ARPA-H,Regulatory / Government / Official,P4,official/regulatory,https://arpa-h.gov/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,High-risk health innovation funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",High-risk health innovation funding
SRC-0150,DARPA Biological Technologies Office,Regulatory / Government / Official,P4,official/regulatory,https://www.darpa.mil/research/programs?office=BTO,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Defense bio technology programs,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Defense bio technology programs
SRC-0151,NIST Bioeconomy,Regulatory / Government / Official,P4,official/regulatory,https://www.nist.gov/bioscience,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biomanufacturing standards and measurement,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biomanufacturing standards and measurement
SRC-0152,OECD Bioeconomy,Regulatory / Government / Official,P4,official/regulatory,https://www.oecd.org/en/topics/bioeconomy.html,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Bioeconomy policy benchmark,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Bioeconomy policy benchmark
SRC-0153,OECD Biosafety BioTrack,Regulatory / Government / Official,P4,official/regulatory,https://www.oecd.org/en/topics/sub-issues/biosafety-biotrack.html,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biosafety consensus documents,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biosafety consensus documents
SRC-0154,European Commission Biotechnology,Regulatory / Government / Official,P4,official/regulatory,https://research-and-innovation.ec.europa.eu/research-area/health/biotechnology_en,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,EU biotech policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",EU biotech policy
SRC-0155,European Food Safety Authority GMO,Regulatory / Government / Official,P4,official/regulatory,https://www.efsa.europa.eu/en/topics/topic/gmo,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,EU GMO risk assessment,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",EU GMO risk assessment
SRC-0156,European Medicines Agency Advanced Therapies,Regulatory / Government / Official,P4,official/regulatory,https://www.ema.europa.eu/en/human-regulatory/overview/advanced-therapy-medicinal-products-overview,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,EU advanced therapies,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",EU advanced therapies
SRC-0157,UK Health and Safety Executive GMO,Regulatory / Government / Official,P4,official/regulatory,https://www.hse.gov.uk/biosafety/gmo/index.htm,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,UK GMO contained use,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",UK GMO contained use
SRC-0158,UK DEFRA Plant Health,Regulatory / Government / Official,P4,official/regulatory,https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,UK environment/agriculture policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",UK environment/agriculture policy
SRC-0159,UK Synthetic Biology Strategic Plan Archive,Regulatory / Government / Official,P4,official/regulatory,https://www.gov.uk/government/publications/synthetic-biology-strategic-plan,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,UK synbio policy benchmark,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",UK synbio policy benchmark
SRC-0160,China State Council Policy Portal,Regulatory / Government / Official,P4,official/regulatory,https://english.www.gov.cn/policies/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,China official policy radar,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",China official policy radar
SRC-0161,China Ministry of Science and Technology MOST,Regulatory / Government / Official,P4,official/regulatory,https://en.most.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,China S&T policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",China S&T policy
SRC-0162,Chinese Academy of Sciences Newsroom,Regulatory / Government / Official,P4,official/regulatory,https://english.cas.cn/newsroom/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,China science signal,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",China science signal
SRC-0163,China NMPA,Regulatory / Government / Official,P4,official/regulatory,https://english.nmpa.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Drug/medical product regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Drug/medical product regulation
SRC-0164,China Ministry of Agriculture and Rural Affairs MARA,Regulatory / Government / Official,P4,official/regulatory,http://english.moa.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Agriculture and biological resources,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Agriculture and biological resources
SRC-0165,China SAMR,Regulatory / Government / Official,P4,official/regulatory,https://www.samr.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Market regulation,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Market regulation
SRC-0166,China Customs GACC,Regulatory / Government / Official,P4,official/regulatory,http://english.customs.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Import/export customs,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Import/export customs
SRC-0167,China NDRC,Regulatory / Government / Official,P4,official/regulatory,https://en.ndrc.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Industrial/economic policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Industrial/economic policy
SRC-0168,China MIIT,Regulatory / Government / Official,P4,official/regulatory,https://www.miit.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Manufacturing/industry policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Manufacturing/industry policy
SRC-0169,Shenzhen Government English,Regulatory / Government / Official,P4,official/regulatory,http://www.sz.gov.cn/en/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Shenzhen policy/partner radar,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Shenzhen policy/partner radar
SRC-0170,Guangming District Shenzhen,Regulatory / Government / Official,P4,official/regulatory,https://www.szgm.gov.cn/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Guangming science/industry cluster,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Guangming science/industry cluster
SRC-0171,Suzhou Industrial Park,Regulatory / Government / Official,P4,official/regulatory,https://www.sipac.gov.cn/szgyyqenglish/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Suzhou BioBay ecosystem context,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Suzhou BioBay ecosystem context
SRC-0172,Shanghai Zhangjiang Hi-Tech Park,Regulatory / Government / Official,P4,official/regulatory,https://www.zjpark.com/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Shanghai bio/tech cluster,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Shanghai bio/tech cluster
SRC-0173,Singapore A*STAR,Regulatory / Government / Official,P4,official/regulatory,https://www.a-star.edu.sg/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Biofoundry/biotech partner benchmark,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Biofoundry/biotech partner benchmark
SRC-0174,Singapore EDB Biomedical Sciences,Regulatory / Government / Official,P4,official/regulatory,https://www.edb.gov.sg/en/our-industries/biomedical-sciences.html,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Market entry benchmark,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Market entry benchmark
SRC-0175,Japan METI Biotechnology,Regulatory / Government / Official,P4,official/regulatory,https://www.meti.go.jp/english/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Japan industrial policy,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Japan industrial policy
SRC-0176,Japan AMED,Regulatory / Government / Official,P4,official/regulatory,https://www.amed.go.jp/en/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Japan medical R&D funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Japan medical R&D funding
SRC-0177,UKRI Biotechnology and Biological Sciences Research Council BBSRC,Regulatory / Government / Official,P4,official/regulatory,https://www.ukri.org/councils/bbsrc/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,UK bio R&D funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",UK bio R&D funding
SRC-0178,European Innovation Council EIC,Regulatory / Government / Official,P4,official/regulatory,https://eic.ec.europa.eu/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,EU startup funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",EU startup funding
SRC-0179,Horizon Europe Cluster Health,Regulatory / Government / Official,P4,official/regulatory,https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe_en,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,EU research funding,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",EU research funding
SRC-0180,WIPO PATENTSCOPE,Regulatory / Government / Official,P4,official/regulatory,https://patentscope.wipo.int/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Patent search,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Patent search
SRC-0181,USPTO Patent Center,Regulatory / Government / Official,P4,official/regulatory,https://patentcenter.uspto.gov/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US patent prosecution portal,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US patent prosecution portal
SRC-0182,USPTO Patent Public Search,Regulatory / Government / Official,P4,official/regulatory,https://ppubs.uspto.gov/pubwebapp/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,US patent search,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",US patent search
SRC-0183,EPO Espacenet,Regulatory / Government / Official,P4,official/regulatory,https://worldwide.espacenet.com/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Global patent search,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Global patent search
SRC-0184,Google Patents,Regulatory / Government / Official,P4,official/regulatory,https://patents.google.com/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Patent prior art search,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Patent prior art search
SRC-0185,Lens.org Patents and Scholarly Works,Regulatory / Government / Official,P4,official/regulatory,https://www.lens.org/,01_RAW_SOURCES/P4_REGULATORY_GOVERNMENT/,Compliance Gatekeeper / Grant / China Strategy / IP,Patent/literature integrated search,HTML/PDF/CSV/API,Official source; archive PDF/screenshot and cite; bulk terms vary,High,Public,"Store link, verify terms, then ingest metadata first",Patent/literature integrated search
SRC-0186,AlphaFold2: Highly accurate protein structure prediction with AlphaFold,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1038/s41586-021-03819-2,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0187,AlphaFold database paper / AlphaFold DB coverage,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1093/nar/gkab1061,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0188,RoseTTAFold: Accurate prediction of protein structures and interactions,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1126/science.abj8754,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0189,RFdiffusion: De novo design of protein structures and binders,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1038/s41586-023-06415-8,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0190,ProteinMPNN: Robust deep learning protein sequence design,Scientific Literature / Protocol,P3,paper/protocol/search,https://doi.org/10.1126/science.add2187,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0191,ESM2 / evolutionary-scale protein language models,Scientific Literature / Protocol,P3,paper/protocol/search,https://www.science.org/doi/10.1126/science.ade2574,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
SRC-0192,ESMFold / language model enables structure prediction,Scientific Literature / Protocol,P3,paper/protocol/search,https://www.science.org/doi/10.1126/science.ade2574,01_RAW_SOURCES/P3_SCIENTIFIC_LITERATURE/,R&D Design / Technical Skeptic / DBTL / Protein Discovery,Evidence base for technical decisions,PDF/HTML/DOI/PubMed query,Do not bulk-ingest full text until open-access/license verified; abstracts/metadata usually safer,High/Medium,Public,Add metadata now; fetch OA full text only after license check,
